X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-79.1635907,44.4275229,319877027,1612,Long-Term Care Home,Municipal,Lakeview Manor,,,,133 Main Street,,,Beaverton,L0K1A0,2024/06/25 13:34:56+00,2024/06/25 11:37:29+00,2024/06/25 21:54:59+00,2229201
-79.6108535,44.3524593,319884848,7415754,Pharmacy,Retail Pharmacy,Prince William Way Pharmasave,,,,172 Prince William Way,12,,Barrie,L9J0G7,2024/06/25 13:37:09+00,2024/06/25 11:54:37+00,2024/06/25 21:54:59+00,2229217
-79.5774586,43.5597374,319882630,4455119,Pharmacy,Retail Pharmacy,Loblaw Pharmacy #1090,,,,250 Lakeshore Road West,,,Mississauga,L5H1G3,2024/06/25 13:33:56+00,2024/06/25 11:50:09+00,2024/06/25 21:54:59+00,2229233
-87.2665885,48.8030841,319887530,9000000342,Seniors Active Living Centre,,Township of Schreiber Municipal Complex - Schreiber's Senior Centre,,,,204 Alberta Street,,,Schreiber,P0T2S0,2024/06/25 13:36:46+00,2024/06/25 12:01:50+00,2024/06/25 21:54:59+00,2229249
-79.4452996,43.7909944,319880836,1025358,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #919,,,,6205 Bathurst Street,,,Toronto,M2R2A5,2024/06/25 13:37:44+00,2024/06/25 11:46:16+00,2024/06/25 21:54:59+00,2229265
-79.2239757,42.9905245,319880572,460931,Pharmacy,Long Term Care Facility,Foyer Richelieu Welland,,,,655 Tanguay Avenue,,,Welland,L3B6A1,2024/06/25 13:36:08+00,2024/06/25 11:45:40+00,2024/06/25 21:54:59+00,2229281
-79.4309548,43.7190143,319887051,9827632,Integrated Community Health Services Centre,"Bone Mineral DXA, Radiography, General Ultrasound",Bernard X-Ray & Ultrasound,,,,508 Lawrence Avenue West,,,North York,M6A1A1,2024/06/25 13:35:11+00,2024/06/25 12:00:09+00,2024/06/25 21:54:59+00,2229297
-79.8712325,43.2499315,319887271,9000000096,Midwifery Clinic,Main,The Hamilton Midwives,,,,25 Charlton Avenue East,Suite 600,Practice Location,Hamilton,L8N1Y2,2024/06/25 13:36:52+00,2024/06/25 12:01:03+00,2024/06/25 21:54:59+00,2229313
-75.6955287,45.4142729,319883388,5556757,Pharmacy,Retail Pharmacy,Centretown Pharmacy,,,,326 Bank Street,,,Ottawa,K2P1Y1,2024/06/25 13:37:23+00,2024/06/25 11:51:37+00,2024/06/25 21:54:59+00,2229329
-78.9385286999999,43.8723264,319887112,9000000012,Seniors Active Living Centre,,Whitby Seniors' Activity Centre,,,,801 Brock Street South,,,Whitby,L1N4L4,2024/06/25 13:35:06+00,2024/06/25 12:00:22+00,2024/06/25 21:54:59+00,2229345
-79.5677645,43.7372686,319877538,2920,Long-Term Care Home,For-Profit,Westside,,,,1145 Albion Road,,,Etobicoke,M9V4J7,2024/06/25 13:36:39+00,2024/06/25 11:38:42+00,2024/06/25 21:54:59+00,2229361
-79.8857175,43.2420845,319878093,3733,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,St. Joseph's Healthcare Hamilton,,,,100 West 5th Street,St. Joseph's West 5th Campus,Administration and Practice Location,Hamilton,L8N3K7,2024/06/25 13:37:48+00,2024/06/25 11:39:55+00,2024/06/25 21:54:59+00,2229377
-79.3186866,43.8966344,319883084,5153353,Pharmacy,Retail Pharmacy,Blue Skies Pharmacy Ida,,,,9980 Kennedy Road,C9,,Markham,L6C0M4,2024/06/25 13:35:44+00,2024/06/25 11:51:00+00,2024/06/25 21:54:59+00,2229393
-79.4323215,43.6351301,319879627,9474,Hospital,Site,University Health Network - Bickle Centre,,University Health Network,,130 Dunn Avenue,,,Toronto,M6K2R7,2024/06/25 13:36:24+00,2024/06/25 11:43:31+00,2024/06/25 21:54:59+00,2229409
-84.1809568,46.5518922,319879268,4859,Community Support Services,,Ontario Native Welfare Administrators' Association,,Garden River Onwaa,,880 Highway 17 BE,,,Abotossaway,P6A6Z5,2024/06/25 13:34:27+00,2024/06/25 11:42:45+00,2024/06/25 21:54:59+00,2229425
-77.7841581,44.3036542,319882305,3933578,Pharmacy,Long Term Care Facility,Burnbrae Gardens,,,,320 Burnbrae Street,,,Campbellford,K0L1L0,2024/06/25 13:37:29+00,2024/06/25 11:49:28+00,2024/06/25 21:54:59+00,2229441
-80.7120542,43.3860687,319881923,3197120,Integrated Community Health Services Centre,"Radiography, General Ultrasound, Vascular Ultrasound, Bone Mineral DXA, Mammography",Ultrascan Medical Diagnostic Imaging,,,,338 Waterloo Street,,,New Hamburg,N3A0C5,2024/06/25 13:37:36+00,2024/06/25 11:48:38+00,2024/06/25 21:54:59+00,2229457
-81.1752571,43.0056696,319880467,296593,Pharmacy,Retail Pharmacy,Progressive Drug Mart,,,,1920 Dundas Street,114,,London,N5V3P1,2024/06/25 13:36:10+00,2024/06/25 11:45:26+00,2024/06/25 21:54:59+00,2229473
-78.9604837,43.9600243,319877392,2436,Mental Health and Addiction Organization,Addiction Services,Renascent,,,,90 Colston Avenue,,Practice Location,Whitby,L1M1C1,2024/06/25 13:36:42+00,2024/06/25 11:38:22+00,2024/06/25 21:54:59+00,2229489
-79.2446817,42.9939295,319879874,16468,Mental Health and Addiction Organization,Addiction Services,ARID Group Homes (Niagara),,,,35 River Road,,Practice Location,Welland,L3B2R7,2024/06/25 13:36:17+00,2024/06/25 11:44:05+00,2024/06/25 21:54:59+00,2229505
-79.5861655,43.6787484,319879308,5687,Licensed Lab and Specimen Collection Centre Locations,Community (Private) Lab Location,LifeLabs,,,,100 International Boulevard,,"Billing, Administration, & Practice Address",Etobicoke,M9W6J6,2024/06/25 13:34:26+00,2024/06/25 11:42:49+00,2024/06/25 21:54:59+00,2229521
-76.6838243,45.471609,319887515,9000000327,Seniors Active Living Centre,,Golden Age Activity Centre -Renfrew and Area Seniors' Home Support,,,,212 Raglan Street South,,,Renfrew,K7S1M4,2024/06/25 13:36:48+00,2024/06/25 12:01:48+00,2024/06/25 21:54:59+00,2229537
-80.0319604,44.2864843,319877266,2198,Mental Health and Addiction Organization,Addiction Services,Salvation Army Hope Acres Rehabilitation Centre,,,,998614 Mulmur Tosorontio Townline,,Administration and Practice Location,Mulmur,L9V0N5,2024/06/25 13:34:49+00,2024/06/25 11:38:02+00,2024/06/25 21:54:59+00,2229553
-78.7806128,43.9110783,319885842,8583632,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1241,,,,1645 Highway 2,,,Courtice,L1E2R5,2024/06/25 13:35:18+00,2024/06/25 11:56:50+00,2024/06/25 21:54:59+00,2229569
-84.3033127,46.5350092,319882194,3695950,Pharmacy,Long Term Care Facility,Ext Maple View Of Slt St Marie,,,,650 Northern Avenue,,,Sault Ste.Marie,P6B4J3,2024/06/25 13:37:32+00,2024/06/25 11:49:14+00,2024/06/25 21:54:59+00,2229585
-78.9239928,42.9119995,319878503,4125,Community Support Services,,Fort Erie Meals On Wheels,,Fort Erie Meals On Wheels,,230 Bertie Street,Postal Office Box 231,,Fort Erie,L2A5M9,2024/06/25 13:34:37+00,2024/06/25 11:40:54+00,2024/06/25 21:54:59+00,2229601
-79.2032529,43.7817339,319877929,3582,Long-Term Care Home,Municipal,Seven Oaks,,,,9 Neilson Road,,,Scarborough,M1E5E1,2024/06/25 13:37:52+00,2024/06/25 11:39:36+00,2024/06/25 21:54:59+00,2229617
-79.5500655,43.8282024,319882840,4818512,Pharmacy,Retail Pharmacy,Venice Pharmacy,,,,3530 Rutherford Road,76,,Vaughan,L4H3T8,2024/06/25 13:35:52+00,2024/06/25 11:50:33+00,2024/06/25 21:54:59+00,2229633
-75.662717,44.6039154,319876955,1278,Long-Term Care Home,Non-Profit,Sherwood Park Manor,,,,1814 County Road 2 East,,,Brockville,K6V5T1,2024/06/25 13:38:00+00,2024/06/25 11:37:19+00,2024/06/25 21:54:59+00,2229649
-79.6271716,43.5142365,319888179,T0258,Licenced Retirement Home,,Walden Circle Retirement Community,,,,1907 Lakeshore Road West,,,Mississauga,L5J1J6,2024/06/25 13:35:03+00,2024/06/25 12:04:02+00,2024/06/25 21:54:59+00,2229665
-75.6998047,44.5915681,319881220,1658192,Pharmacy,Retail Pharmacy,Brockville Medical Pharmacy,,,,100 Street rowger Boulevard,108,,Brockville,K6V5J9,2024/06/25 13:34:06+00,2024/06/25 11:47:03+00,2024/06/25 21:54:59+00,2229681
-79.6502385,44.3655563,319884767,7309192,Pharmacy,Retail Pharmacy,New Life Family Pharmacy,,,,201 Hurst Dr,12,,Barrie,L4N8K8,2024/06/25 13:37:10+00,2024/06/25 11:54:27+00,2024/06/25 21:54:59+00,2229697
-76.5462205,44.2391432,319881850,3071339,Pharmacy,Retail Pharmacy,Food Basics Pharmacy #531,,,,1300 Bath Road,,,Kingston,K7M4X4,2024/06/25 13:35:55+00,2024/06/25 11:48:29+00,2024/06/25 21:54:59+00,2229713
-79.8418645,43.4803315,319885176,7821075,Pharmacy,Retail Pharmacy,Bonafide Compounding Pharmacy,,,,1598 Leger Way,5,,Milton,L9E1N7,2024/06/25 13:33:35+00,2024/06/25 11:55:29+00,2024/06/25 21:54:59+00,2229729
-79.7872355,43.3288475,319878820,4341,Community Support Services,,Oakville Senior Citizens Residence,,Oakville Senior Citizens Residence,,2222 Lakeshore Road,,,Oakville,L6L5G5,2024/06/25 13:36:33+00,2024/06/25 11:41:42+00,2024/06/25 21:54:59+00,2229745
-79.3351836,43.7754984,319885537,8252758,Pharmacy,Retail Pharmacy,Legacy Pharmacy,,,,2035 Sheppard Avenue E,5,,North York,M2J0A8,2024/06/25 13:35:26+00,2024/06/25 11:56:14+00,2024/06/25 21:54:59+00,2229761
-75.6396387,45.4434709,319886173,8958536,Integrated Community Health Services Centre,Ophthalmic Ultrasound,Ottawa Eye Clinic,,,,680 Montreal Road,,,Ottawa,K1K0T3,2024/06/25 13:36:58+00,2024/06/25 11:57:36+00,2024/06/25 21:54:59+00,2229777
-81.3056771,42.9503806,319883546,5778116,Pharmacy,Long Term Care Facility,Westmount Gardens Ltc Home,,,,590 Longworth Road,,,London,N6K4X9,2024/06/25 13:37:19+00,2024/06/25 11:51:57+00,2024/06/25 21:54:59+00,2229793
-79.1119057,44.1040803,319881544,2393733,Pharmacy,Long Term Care Facility,Reachview Village,,,,130 Reach Street,,,Uxbridge,L9P1L3,2024/06/25 13:36:02+00,2024/06/25 11:47:49+00,2024/06/25 21:54:59+00,2229809
-75.6845147,45.4291989,319886405,9169035,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1243,,,,322 Rideau Street,,,Ottawa,K1N5Y5,2024/06/25 13:33:27+00,2024/06/25 11:58:26+00,2024/06/25 21:54:59+00,2229825
-79.4506696,43.8703544,319880055,30432,Mental Health and Addiction Organization,Addiction Services,Addiction Services Central Ontario,,,,10 Trench Street,"B-Wing, 3rd Floor",Practice Location,Richmond Hill,L4C4Z3,2024/06/25 13:34:18+00,2024/06/25 11:44:30+00,2024/06/25 21:54:59+00,2229841
-92.1432328,50.0122712,319879026,4484,Community Support Services,,Lac Seul First Nation,,Sioux Lookout Lac Seul First Nation,,Postal Office Box 100,,,Lac Seul 28,P0V1X0,2024/06/25 13:36:29+00,2024/06/25 11:42:14+00,2024/06/25 21:54:59+00,2229857
-80.6323904,42.8310845,319877020,1587,Long-Term Care Home,For-Profit,Caressant Care Courtland,,,,4850 Highway 59,,,Courtland,N0J1E0,2024/06/25 13:34:56+00,2024/06/25 11:37:28+00,2024/06/25 21:54:59+00,2229873
-79.7282115,43.2204375,319884830,7394697,Pharmacy,Long Term Care Facility,Clarion Nursing Home,,,,337 Hwy 8,,,Stoney Creek,L8G1E7,2024/06/25 13:37:09+00,2024/06/25 11:54:35+00,2024/06/25 21:54:59+00,2229889
-78.8536118,43.8805184,319882657,4497878,Pharmacy,Retail Pharmacy,Canadian Add. Treatm. Phcy. Lp,,,,45 Bloor Street East,,,Oshawa,L1H3L9,2024/06/25 13:33:54+00,2024/06/25 11:50:13+00,2024/06/25 21:54:59+00,2229905
-80.9203501,43.5219255,319878811,4333,Community Support Services,,"Mornington, Ellice And Milverton Wheels To Meals",,"Perth East Mornington, Ellice",,6124 Ana Street,General Delivery,,Perth East,N0K1C0,2024/06/25 13:36:36+00,2024/06/25 11:41:41+00,2024/06/25 21:54:59+00,2229921
-79.4760285999999,43.1721285,319880779,905676,Pharmacy,Retail Pharmacy,Lincoln Medical Pharmacy Inc,,,,4413 Ontario Street,,,Beamsville,L0R1B5,2024/06/25 13:37:45+00,2024/06/25 11:46:09+00,2024/06/25 21:54:59+00,2229937
-79.2247067,43.7549644,319888121,T0122,Licenced Retirement Home,,Cedarbrook Lodge Retirement Residence,,,,520 Markham Road,,,Scarborough,M1H3A1,2024/06/25 13:35:05+00,2024/06/25 12:03:50+00,2024/06/25 21:54:59+00,2229953
-79.3809936,43.6477224,319886994,9632597,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #997,,,,66 Wellington Street  W,,,Toronto,M5K1A1,2024/06/25 13:35:12+00,2024/06/25 11:59:59+00,2024/06/25 21:54:59+00,2229969
-79.3493525,43.8166384,319886312,9096124,Integrated Community Health Services Centre,"Bone Mineral DXA, Radiography",DMS X-Ray,,,,7155 Woodbine Avenue,,,Markham,L3R1A3,2024/06/25 13:36:56+00,2024/06/25 11:58:07+00,2024/06/25 21:54:59+00,2229985
-79.6246794,43.7722575,319883323,5465096,Integrated Community Health Services Centre,,iHealthCentre,,,,6175 Highway 7,,,Woodbridge,L4H0P6,2024/06/25 13:37:24+00,2024/06/25 11:51:30+00,2024/06/25 21:54:59+00,2230001
-77.3694892,44.1636382,319877844,3421,Licensed Lab and Specimen Collection Centre Locations,Licensed Specimen Collection Centre Location,LifeLabs,,,,210 Dundas Street East,,Practice Address,Belleville,K8N5G8,2024/06/25 13:37:55+00,2024/06/25 11:39:23+00,2024/06/25 21:54:59+00,2230017
-80.8827102,43.0373306,319880567,451858,Nurse Practitioner-Led Clinic,Site,Ingersoll Nurse Practitioner-Led Clinic,,,,19 King Street East,,,Ingersoll,N5C1G3,2024/06/25 13:36:10+00,2024/06/25 11:45:39+00,2024/06/25 21:54:59+00,2230033
-79.8013185,43.3801075,319887821,S0034,Licenced Retirement Home,,Heritage Place,,,,4151 Kilmer Drive,,,Burlington,L7M5A9,2024/06/25 13:33:12+00,2024/06/25 12:02:48+00,2024/06/25 21:54:59+00,2230049
-81.420539,42.9074606,319883063,5129354,Pharmacy,Retail Pharmacy,Delaware Pharmacy,,,,11569 Longwoods Road,,,Delaware,N0L1E0,2024/06/25 13:35:47+00,2024/06/25 11:50:57+00,2024/06/25 21:54:59+00,2230065
-80.5120233,43.4562455,319878375,4039,Licensed Lab and Specimen Collection Centre Locations,Licensed  Hospital Lab Location,Grand River Hospital,,,,835 King Street West,,"Billing, Administration, & Practice Address",Kitchener,N2G1G3,2024/06/25 13:34:40+00,2024/06/25 11:40:35+00,2024/06/25 21:54:59+00,2230081
-79.7167935,43.2374665,319887963,S0439,Licenced Retirement Home,,Seasons Stoney Creek,,,,8 Shoreview Place,,,Stoney Creek,L8E0J6,2024/06/25 13:33:10+00,2024/06/25 12:03:16+00,2024/06/25 21:54:59+00,2230097
-79.3256456,43.6829694,319882587,4395719,Pharmacy,Retail Pharmacy,Heritage Pharmacy,,,,1488 Danforth Ave,,,Toronto,M4J1N4,2024/06/25 13:33:55+00,2024/06/25 11:50:04+00,2024/06/25 21:54:59+00,2230113
-79.4190776,43.6431494,319886737,9448270,Pharmacy,Hospital Outpatient Dispensiary,Camh Pharmacy,,,,100  Stokes Street,1314,,Toronto,M6J1H4,2024/06/25 13:33:17+00,2024/06/25 11:59:28+00,2024/06/25 21:54:59+00,2230129
-79.0656868,42.8687465,319880237,31286,Mental Health and Addiction Organization,Addiction Services,Community Addiction Services of Niagara,,,,241 Elmwood Avenue,,Practice Location,Crystal Beach,L0S1B0,2024/06/25 13:34:13+00,2024/06/25 11:44:54+00,2024/06/25 21:54:59+00,2230145
-74.9669598999999,45.172166,319883966,6303957,Pharmacy,Retail Pharmacy,Avonmore Pharmacy,,,,3287 Main Street,,,Avonmore,K0C1C0,2024/06/25 13:33:42+00,2024/06/25 11:52:49+00,2024/06/25 21:54:59+00,2230161
-79.1226287,44.1075183,319878131,3780,Licensed Lab and Specimen Collection Centre Locations,Licensed Specimen Collection Centre Location,LifeLabs,,,,29 Toronto Street,,Practice Address,Uxbridge,L9P1P7,2024/06/25 13:34:47+00,2024/06/25 11:40:02+00,2024/06/25 21:54:59+00,2230177
-81.1573981,42.7741637,319885991,8762216,Pharmacy,Retail Pharmacy,Wellington Medical Pharmacy,,,,460 Wellington Street,101,,St Thomas,N5R6H9,2024/06/25 13:37:02+00,2024/06/25 11:57:08+00,2024/06/25 21:54:59+00,2230193
-81.3155735,48.4759477,319886893,9565197,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1347,,,,681 Algonquin Boulevard,5,,Timmins,P4N8S6,2024/06/25 13:35:16+00,2024/06/25 11:59:48+00,2024/06/25 21:54:59+00,2230209
-83.4153699,47.8410349,319878650,4225,Licensed Lab and Specimen Collection Centre Locations,Licensed  Hospital Lab Location,Chapleau General Hospital,,,,6 Broomhead Road,,"Billing, Administration, & Practice Address",Chapleau,P0M1K0,2024/06/25 13:34:34+00,2024/06/25 11:41:16+00,2024/06/25 21:54:59+00,2230225
-80.5116263,43.4254355,319878050,3702,Licensed Lab and Specimen Collection Centre Locations,Licensed Specimen Collection Centre Location,LifeLabs,,,,421 Greenbrook Drive,,Practice Address,Kitchener,N2M4K1,2024/06/25 13:37:49+00,2024/06/25 11:39:51+00,2024/06/25 21:54:59+00,2230241
-79.5655246,43.6291054,319886514,9263496,Pharmacy,Long Term Care Facility,Dom Lipa Nursing Home,,,,52 Neilson Dr,,,Etobicoke,M9C1V7,2024/06/25 13:33:24+00,2024/06/25 11:58:47+00,2024/06/25 21:54:59+00,2230257
-80.2258338,43.1760842,319882998,5056976,Integrated Community Health Services Centre,General Ultrasound,Brantford Medical Imaging,,,,260 Lynden Road,,,Brantford,N3R0B9,2024/06/25 13:35:48+00,2024/06/25 11:50:50+00,2024/06/25 21:54:59+00,2230273
-79.4084856,43.6561064,319881386,2086799,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1026,,,,463 College Street,,,Toronto,M6G4C1,2024/06/25 13:34:03+00,2024/06/25 11:47:27+00,2024/06/25 21:54:59+00,2230289
-82.1473518,42.8779787,319878422,4072,Licensed Lab and Specimen Collection Centre Locations,Licensed  Hospital Lab Location,Bluewater Health - CEEH,,,,450 Blanche Street,,"Billing, Administration, & Practice Address",Petrolia,N0N1R0,2024/06/25 13:34:39+00,2024/06/25 11:40:43+00,2024/06/25 21:54:59+00,2230305
-79.0724447,43.8407104,319888291,T0585,Licenced Retirement Home,,Livita Parkway Retirement Residence,,,,1645 Pickering Parkway,,,Pickering,L1V7E9,2024/06/25 13:35:00+00,2024/06/25 12:04:28+00,2024/06/25 21:54:59+00,2230321
-75.7681247,45.259616,319881181,1577350,Pharmacy,Retail Pharmacy,Cedarview Guardian Pharmacy,,,,4100 Street randherd Dr,12,,Nepean,K2J0V2,2024/06/25 13:34:08+00,2024/06/25 11:46:58+00,2024/06/25 21:54:59+00,2230337
-79.2533097,42.8853725,319882084,3489736,Pharmacy,Retail Pharmacy,Boggio Pharmacy Ltd,,,,200 Catharine Street,,,Port Colbourne,L3K4K8,2024/06/25 13:37:35+00,2024/06/25 11:49:00+00,2024/06/25 21:54:59+00,2230353
-81.3621271,42.9647906,319885295,7998679,Pharmacy,Retail Pharmacy,Riverbend Pharmacy,,,,1866 Oxford Street  W,2,,London,N6K0J8,2024/06/25 13:33:33+00,2024/06/25 11:55:43+00,2024/06/25 21:54:59+00,2230369
-79.7876235,43.5940114,319881832,3041899,Pharmacy,Retail Pharmacy,Wal-Mart Pharmacy,,,,3155 Argentia Road,,,Mississauga,L5N8E1,2024/06/25 13:35:55+00,2024/06/25 11:48:26+00,2024/06/25 21:54:59+00,2230385
-86.9564295,49.7235719,319876846,662,Community Support Services,,Geraldton District Hospital,,Geraldton District Hospital,,500 Hogarth Avenue West,,,Greenstone,P0T1M0,2024/06/25 13:38:03+00,2024/06/25 11:37:05+00,2024/06/25 21:54:59+00,2230401
-79.7667455,43.4497495,319887119,9000000017,Midwifery Clinic,Main,Community Midwives of Halton,,,,3075 Hospital Gate,Suite 322,Practice Location,Oakville,L6M1M1,2024/06/25 13:35:07+00,2024/06/25 12:00:24+00,2024/06/25 21:54:59+00,2230417
-79.5032896,43.6033924,319877592,3027,Mental Health and Addiction Organization,Mental Health Services,Lakeshore Area Multi-Service Project Inc. (LAMP),,,,185 5th Street,,Administrative Office,Etobicoke,M8V2Z5,2024/06/25 13:36:38+00,2024/06/25 11:38:48+00,2024/06/25 21:54:59+00,2230433
-79.4521896,43.8115594,319880680,711956,Pharmacy,Retail Pharmacy,Wal-Mart Pharmacy,,,,700 Centre Street,,,Thornhill,L4J0A7,2024/06/25 13:37:46+00,2024/06/25 11:45:54+00,2024/06/25 21:54:59+00,2230449
-79.5592595,44.1160853,319883089,5163495,Pharmacy,Retail Pharmacy,Simcoe Square Pharmacy,,,,157 Holland Street  E,9,,Bradford,L3Z2B2,2024/06/25 13:35:45+00,2024/06/25 11:51:01+00,2024/06/25 21:54:59+00,2230465
-79.0799757,43.8577564,319881287,1847318,Pharmacy,Retail Pharmacy,Superseven Pharmacy,,,,2200 Brock Road,,,Pickering,L1X2R2,2024/06/25 13:34:05+00,2024/06/25 11:47:13+00,2024/06/25 21:54:59+00,2230481
-75.6303257,45.4458839,319883231,5355796,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1556,,,,876 Montreal Road,E,,Ottawa,K1K4L3,2024/06/25 13:37:28+00,2024/06/25 11:51:17+00,2024/06/25 21:54:59+00,2230497
-81.1967931,42.9625726,319881925,3199112,Pharmacy,Retail Pharmacy,Pond Mills Medical Pharmacy,,,,1166 Commissioners Road  E,,,London,N5Z4W8,2024/06/25 13:37:36+00,2024/06/25 11:48:39+00,2024/06/25 21:54:59+00,2230513
-79.2927126,43.7823534,319880439,236293,Pharmacy,Retail Pharmacy,Wal-Mart Pharmacy,,,,3850 Sheppard Av E,,,Agincourt,M1T3L4,2024/06/25 13:36:12+00,2024/06/25 11:45:22+00,2024/06/25 21:54:59+00,2230529
-89.2667019,48.3780292,319877382,2414,Mental Health and Addiction Organization,Addiction Services,Dilico Anishinabek Family Care,,,,415 Kingsway,,Practice Location,Thunder Bay,P7E2A6,2024/06/25 13:36:44+00,2024/06/25 11:38:20+00,2024/06/25 21:54:59+00,2230545
-75.7744836,45.369038,319879887,16920,Mental Health and Addiction Organization,Mental Health Services,Jewish Family Services of Ottawa-Carleton,,,,2255 Carling Avenue,Suite: 300,Administration and Practice Location,Ottawa,K2B7Z5,2024/06/25 13:36:17+00,2024/06/25 11:44:06+00,2024/06/25 21:54:59+00,2230561
-78.8565018,43.9011743,319879324,5797,Licensed Lab and Specimen Collection Centre Locations,Community (Private) Lab Location,Flow Health Services Incorporated,,,,65 Kenneth Avenue,,"Billing, Administration, & Practice Address",Oshawa,L1G5N3,2024/06/25 13:34:27+00,2024/06/25 11:42:52+00,2024/06/25 21:54:59+00,2230577
-79.8816064,44.7446193,319887496,9000000303,Seniors Active Living Centre,,Askennonia Senior Centre,,,,527 Len Self Boulevard,North Simcoe Sports and Recreation Centre,,Midland,L4R5N6,2024/06/25 13:36:48+00,2024/06/25 12:01:44+00,2024/06/25 21:54:59+00,2230593
-79.5384226,43.5934114,319883887,6201558,Pharmacy,Retail Pharmacy,Rexall #6916,,,,3701 LakeshoreBoulevard West,,,Toronto,M8W1P8,2024/06/25 13:33:45+00,2024/06/25 11:52:40+00,2024/06/25 21:54:59+00,2230609
-80.0184447,48.1557288,319877274,2209,Long-Term Care Home,For-Profit,Extendicare Kirkland Lake,,,,155 Government Road East,,,Kirkland Lake,P2N3P4,2024/06/25 13:34:49+00,2024/06/25 11:38:03+00,2024/06/25 21:54:59+00,2230625
-79.3619574,45.990628,319886797,9516295,Pharmacy,Long Term Care Facility,Lady Isabelle Nursing Home,,,,102 Corkery Street,,,Trout Creek,P0H2L0,2024/06/25 13:35:16+00,2024/06/25 11:59:36+00,2024/06/25 21:54:59+00,2230641
-79.7628965,43.7319734,319882188,3689574,Pharmacy,Retail Pharmacy,Metro Pharmacy #583,,,,20 Great Lakes Dr,,,Brampton,L6R2K7,2024/06/25 13:37:32+00,2024/06/25 11:49:14+00,2024/06/25 21:54:59+00,2230657
-74.683796,45.026061,319878505,4127,Community Support Services,,Glen-Stor-Dun Lodge (City Of Cornwall),,Cornwall Glen-Stor-Dun Lodge,,1900 Montreal Road,,,Cornwall,K6H7L1,2024/06/25 13:34:37+00,2024/06/25 11:40:54+00,2024/06/25 21:54:59+00,2230673
-82.3880767,42.9776507,319877922,3555,Licensed Lab and Specimen Collection Centre Locations,Licensed Specimen Collection Centre Location,LifeLabs,,,,481 London Road,,Practice Address,Sarnia,N7T4X3,2024/06/25 13:37:51+00,2024/06/25 11:39:35+00,2024/06/25 21:54:59+00,2230689
-79.6338956,43.2183195,319882879,4909399,Pharmacy,Retail Pharmacy,Health-Wise Pharmacy,,,,15 Lockport Way,2,,Stoney Creek,L8E0H8,2024/06/25 13:35:50+00,2024/06/25 11:50:37+00,2024/06/25 21:54:59+00,2230705
-79.4604156,44.0629423,319877722,3236,Mental Health and Addiction Organization,Mental Health Services,Southlake Regional Health Centre (SRHC),,,,465 Davis Drive,,Practice Location,Newmarket,L3Y2P1,2024/06/25 13:37:59+00,2024/06/25 11:39:06+00,2024/06/25 21:54:59+00,2230721
-80.5693533,43.4454405,319888191,T0282,Licenced Retirement Home,,The Westhill,,,,25 Westhill Drive,,,Waterloo,N2T0B6,2024/06/25 13:35:00+00,2024/06/25 12:04:05+00,2024/06/25 21:54:59+00,2230737
-81.5101529,43.9555375,319881226,1666691,Pharmacy,Long Term Care Facility,Pinecrest Manor,,,,399 Bob Street  Drawer 220,,,Lucknow,N0G2H0,2024/06/25 13:34:06+00,2024/06/25 11:47:04+00,2024/06/25 21:54:59+00,2230753
-81.6146789,44.1762384,319884765,7305677,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1420,,,,781 Broadway Street,,,Kincardine,N2Z2G1,2024/06/25 13:37:10+00,2024/06/25 11:54:27+00,2024/06/25 21:54:59+00,2230769
-76.9510713,44.2464862,319879781,13604,Mental Health and Addiction Organization,Addiction Services,Kingston Community Health Centres,,,,26 Dundas Street West,,Practice Location,Napanee,K7R1Z4,2024/06/25 13:36:19+00,2024/06/25 11:43:51+00,2024/06/25 21:54:59+00,2230785
-78.9104627,43.8848344,319885171,7816358,Pharmacy,Retail Pharmacy,Sobeys Pharmacy #7226,,,,1615 Dundas Street  E,,,Whitby,L1N2L1,2024/06/25 13:33:35+00,2024/06/25 11:55:29+00,2024/06/25 21:54:59+00,2230801
-82.4786564,46.2067281,319878837,4351,Community Support Services,,Serpent River First Nation,,Serpent River 7 Serpent River First Nation,,41 Ball Park Road,Postal Office Box 35,,Spanish,P0P1B0,2024/06/25 13:36:34+00,2024/06/25 11:41:45+00,2024/06/25 21:54:59+00,2230817
